object_id,registration_no,collection,recovery_method,locality,municipality,state_department,country,period,context_id,context_no,context_type,sample_id_object,date_BP_object,date_error_object,sample_id_context,date_BP_context,date_error_context,object_function,representation,representation_gender,forming_method,composite_id,individual_ids,composite_type,no_components,weight,composite_weight,area_of_analysis,method,copper_in_FA,cu,cu_precision,ag,ag_precision,au,au_precision,pt,pt_precision,references
2634,O13126,Museo del Oro,Non-archaeological (locality known),Santo Domingo,Buenavista,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,Flat,NA,Hammered,NA,NA,NA,NA,5.5,NA,NA,pXRF,NA,NA,tr,20.4,1,79.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2635,O13130,Museo del Oro,Non-archaeological (locality known),Santo Domingo,Buenavista,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,1.55,NA,Bulk,pXRF,NA,44.2,1,10.1,1,45.1,1,0.1,1,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2636,O14769,Museo del Oro,Non-archaeological (locality known),Santo Domingo,Buenavista,Boyacá,Colombia,Muisca,122,O14768-O14780,NA,NA,NA,NA,NA,NA,NA,Ear adornment,Hollow,NA,Lost-wax cast with open core,NA,NA,NA,NA,20.7,NA,NA,pXRF,NA,5.2,1,17.8,1,76.8,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2637,O10201,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Pendant,NA,NA,Hammered,NA,NA,NA,NA,25.8,NA,NA,pXRF,NA,9.3,1,15.8,1,74.8,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2638,O10203-a,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,135,"2638, 2639, 2640, 2641",Necklace,25,7.6,NA,NA,pXRF,NA,34.2,1,12.2,1,53.3,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2639,O10203-b,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,135,"2638, 2639, 2640, 2641",Necklace,25,7.6,NA,NA,pXRF,NA,36,1,10.8,1,52.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2640,O10203-c,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,135,"2638, 2639, 2640, 2641",Necklace,25,7.6,NA,NA,pXRF,NA,35.3,1,11.4,1,52.8,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2641,O10203-d,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,135,"2638, 2639, 2640, 2641",Necklace,25,7.6,NA,NA,pXRF,NA,23.4,1,10.7,1,65.8,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2642,O10204-a,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,136,"2642, 2643, 2644",Necklace,10,8.7,NA,NA,pXRF,NA,6,1,13,1,80.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2643,O10204-b,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,136,"2642, 2643, 2644",Necklace,10,8.7,NA,NA,pXRF,NA,6.6,1,12.7,1,80.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2644,O10204-c,Museo del Oro,Non-archaeological (municipality known),NA,Sogamoso,Boyacá,Colombia,Muisca,123,O10201-O10204,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,136,"2642, 2643, 2644",Necklace,10,8.7,NA,NA,pXRF,NA,5.6,1,12.7,1,81.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2645,O01255,Museo del Oro,Non-archaeological (municipality known),NA,Guatavita,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear pendant,NA,NA,Lost-wax cast with open core,NA,NA,NA,NA,42.39,NA,NA,pXRF,NA,41,1,13.6,1,44.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2646,O03881,Museo del Oro,Non-archaeological (municipality known),NA,Tunja,Boyacá,Colombia,Muisca,43,O03880,Burial - vertical shaft tomb,NA,NA,NA,NA,NA,NA,Breastplate,Heart-shaped,NA,Hammered,NA,NA,NA,NA,22.05,NA,NA,pXRF,NA,5,1,18.6,1,76.2,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2647,O30124,Museo del Oro,Non-archaeological (municipality known),NA,Tunja,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pendant,NA,NA,Hammered,NA,NA,NA,NA,1.35,NA,Bulk,pXRF,NA,44.9,1,8.8,1,45.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2648,O31705,Museo del Oro,Non-archaeological (municipality known),NA,Tunja,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pendant,Bird,NA,Lost-wax cast,NA,NA,NA,NA,24.8,NA,NA,pXRF,NA,49.1,1,8.2,1,41.9,1,0.2,1,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2649,O00143,Museo del Oro,Non-archaeological (municipality known),NA,Chía,Cundinamarca,Colombia,Muisca,124,O00146-O00149,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,19.94,NA,NA,pXRF,NA,8.7,1,15.5,1,75.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2650,O00146,Museo del Oro,Non-archaeological (municipality known),NA,Chía,Cundinamarca,Colombia,Muisca,124,O00146-O00149,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,12.4,NA,NA,pXRF,NA,3.8,1,15.3,1,78,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2651,O00149,Museo del Oro,Non-archaeological (municipality known),NA,Chía,Cundinamarca,Colombia,Muisca,124,O00146-O00149,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,4.32,NA,NA,pXRF,NA,9.3,1,15,1,75.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2652,O07238,Museo del Oro,Non-archaeological (municipality known),NA,Ubaque,Cundinamarca,Colombia,Muisca,125,O07237-O07248,NA,NA,NA,NA,NA,NA,NA,Breastplate,NA,NA,Lost-wax cast,NA,NA,NA,NA,55.25,NA,NA,pXRF,NA,5.5,1,14.9,1,79.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2653,O07241,Museo del Oro,Non-archaeological (municipality known),NA,Ubaque,Cundinamarca,Colombia,Muisca,125,O07237-O07248,NA,NA,NA,NA,NA,NA,NA,Breastplate,NA,NA,Lost-wax cast,NA,NA,NA,NA,68.35,NA,NA,pXRF,NA,4,1,14.7,1,81.3,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2654,O07244,Museo del Oro,Non-archaeological (municipality known),NA,Ubaque,Cundinamarca,Colombia,Muisca,125,O07237-O07248,NA,NA,NA,NA,NA,NA,NA,Breastplate,NA,NA,Lost-wax cast,NA,NA,NA,NA,63.3,NA,NA,pXRF,NA,6.1,1,12,1,81.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2655,O07247,Museo del Oro,Non-archaeological (municipality known),NA,Ubaque,Cundinamarca,Colombia,Muisca,125,O07237-O07248,NA,NA,NA,NA,NA,NA,NA,Ear pendant,NA,NA,Lost-wax cast,NA,NA,NA,NA,39.8,NA,NA,pXRF,NA,31.4,1,8.1,1,60.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2656,O07248,Museo del Oro,Non-archaeological (municipality known),NA,Ubaque,Cundinamarca,Colombia,Muisca,125,O07237-O07248,NA,NA,NA,NA,NA,NA,NA,Ear pendant,NA,NA,Lost-wax cast,NA,NA,NA,NA,22.15,NA,NA,pXRF,NA,19,1,10.5,1,70.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2657,O02037,Museo del Oro,Non-archaeological (municipality known),NA,Manta,Cundinamarca,Colombia,Muisca,31,O02036-O02041,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,10.46,NA,NA,pXRF,NA,29.1,1,15.2,1,55.3,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2658,O02038,Museo del Oro,Non-archaeological (municipality known),NA,Manta,Cundinamarca,Colombia,Muisca,31,O02036-O02041,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,15.46,NA,NA,pXRF,NA,75.2,1,4.9,1,19.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2659,O02041,Museo del Oro,Non-archaeological (municipality known),NA,Manta,Cundinamarca,Colombia,Muisca,31,O02036-O02041,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,3.85,NA,NA,pXRF,NA,22.2,1,14.2,1,63.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2660,O08510,Museo del Oro,Non-archaeological (municipality known),NA,Muzo,Boyacá,Colombia,Muisca,128,O08510-O08526,NA,NA,NA,NA,NA,NA,NA,Crown,Ribbon,NA,Hammered,NA,NA,NA,NA,49.05,NA,NA,pXRF,NA,NA,NA,12.8,1,86.8,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2661,O08517,Museo del Oro,Non-archaeological (municipality known),NA,Muzo,Boyacá,Colombia,Muisca,128,O08510-O08526,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,6.3,NA,NA,pXRF,NA,18.2,1,10.7,1,71.1,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2662,O08519,Museo del Oro,Non-archaeological (municipality known),NA,Muzo,Boyacá,Colombia,Muisca,128,O08510-O08526,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,2.6,NA,NA,pXRF,NA,16.3,1,15.3,1,68.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2663,O08524,Museo del Oro,Non-archaeological (municipality known),NA,Muzo,Boyacá,Colombia,Muisca,128,O08510-O08526,NA,NA,NA,NA,NA,NA,NA,Bead,Frog or toad,NA,Lost-wax cast,NA,NA,NA,NA,0.7,NA,NA,pXRF,NA,29.5,1,9.1,1,61,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2668,O08531,Museo del Oro,Non-archaeological (municipality known),NA,Muzo,Boyacá,Colombia,Muisca,129,O08527-O08568,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,37.2,NA,NA,pXRF,NA,4.1,1,13.3,1,82.3,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2669,O08565,Museo del Oro,Non-archaeological (municipality known),NA,Muzo,Boyacá,Colombia,Muisca,129,O08527-O08568,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,6.05,NA,NA,pXRF,NA,0.1,1,12.1,1,87.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2714,O28560,Museo del Oro,Non-archaeological (locality known),Boitiva,Sesquilé,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,4.6,NA,NA,pXRF,NA,7.4,1,12.9,1,79.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2718,O28772,Museo del Oro,Non-archaeological (municipality known),NA,Cabrera,Cundinamarca,Colombia,Muisca,141,"O28772-O28775, O28778",NA,NA,NA,NA,NA,NA,NA,Nose adornment,With ascending extensions,NA,Lost-wax cast,NA,NA,NA,NA,10.15,NA,NA,pXRF,NA,0.6,1,10.9,1,88.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2719,O28773,Museo del Oro,Non-archaeological (municipality known),NA,Cabrera,Cundinamarca,Colombia,Muisca,141,"O28772-O28775, O28778",NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,8.15,NA,NA,pXRF,NA,3.4,1,13.7,1,82.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2720,O28774,Museo del Oro,Non-archaeological (municipality known),NA,Cabrera,Cundinamarca,Colombia,Muisca,141,"O28772-O28775, O28778",NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,3.45,NA,NA,pXRF,NA,2.8,1,9.5,1,87.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2722,O28778,Museo del Oro,Non-archaeological (municipality known),NA,Cabrera,Cundinamarca,Colombia,Muisca,141,"O28772-O28775, O28778",NA,NA,NA,NA,NA,NA,NA,Breastplate,Heart-shaped,NA,Lost-wax cast,NA,NA,NA,NA,15.7,NA,NA,pXRF,NA,55.9,1,5,1,38.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2723,O09582-a,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,22.3,1,17.3,1,60.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2724,O09582-b,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,22.8,1,14.2,1,62.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2725,O09582-c,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,7.8,1,10.9,1,80.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2726,O09582-d,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,23.9,1,14.4,1,61.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2727,O09582-e,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,28.9,1,13.3,1,57.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2728,O09582-f,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,Fish?,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,40.5,1,7.3,1,51.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2729,O09582-g,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,Frog,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,38.9,1,8.3,1,50.3,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2730,O09582-h,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,Fish?,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,20.1,1,14.2,1,65.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2731,O09582-i,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Bead,Fish?,NA,Lost-wax cast with matrix,141,"2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731",Necklace,89,NA,11.55,NA,pXRF,NA,49.2,1,8.1,1,42,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2732,O09586,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Pendant,NA,NA,Hammered,NA,NA,NA,NA,1.2,NA,NA,pXRF,NA,6,1,10.8,1,83,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2733,O09587,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Pendant,NA,NA,Lost-wax cast,NA,NA,NA,NA,0.3,NA,NA,pXRF,NA,41,1,8,1,50.8,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2734,O09588,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Nose adornment,Round section,NA,Hammered,NA,NA,NA,NA,4.6,NA,NA,pXRF,NA,0.1,1,11.9,1,87.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2735,O09600,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,10.3,NA,NA,pXRF,NA,30.5,1,10.7,1,57.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2736,O09601,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,3.5,NA,NA,pXRF,NA,19.1,1,22,1,58.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2737,O09602,Museo del Oro,Non-archaeological (locality known),NA,Caldas,Boyacá,Colombia,Muisca,137,O09582-O09606,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,3.5,NA,NA,pXRF,NA,18,1,16.1,1,65.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2738,O00135,Museo del Oro,Non-archaeological (municipality known),NA,Chipaque,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,N-shaped,NA,Lost-wax cast?,NA,NA,NA,NA,24.23,NA,NA,pXRF,NA,0.1,1,12.7,1,87.1,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2739,O00178,Museo del Oro,Non-archaeological (municipality known),NA,Chipaque,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pendant,NA,NA,Lost-wax cast,NA,NA,NA,NA,2.69,NA,NA,pXRF,NA,19.2,1,14.5,1,66.2,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2740,O24650,Museo del Oro,Non-archaeological (municipality known),NA,Chipaque,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,9.4,NA,NA,pXRF,NA,2.9,1,15.1,1,81.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2741,O06799,Museo del Oro,Non-archaeological (municipality known),NA,Funza,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,5.65,NA,NA,pXRF,NA,2.8,1,14.1,1,82.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2742,O04439,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,28.19,NA,NA,pXRF,NA,1.5,1,12.4,1,86,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2743,O09282,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,138,O09282-O09291,NA,NA,NA,NA,NA,NA,NA,Textile applique,NA,NA,Hammered,NA,NA,NA,NA,20.1,NA,Bulk,pXRF,NA,48.3,1,4.5,1,46.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2744,O09283,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,138,O09282-O09291,NA,NA,NA,NA,NA,NA,NA,Textile applique,NA,NA,Hammered,NA,NA,NA,NA,25.5,NA,bulk?,pXRF,NA,51.2,1,4.6,1,43.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2745,O09287,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,138,O09282-O09291,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,13.2,NA,NA,pXRF,NA,27.1,1,12.7,1,60.2,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2746,O09289,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,138,O09282-O09291,NA,NA,NA,NA,NA,NA,NA,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,4.2,NA,NA,pXRF,NA,42,1,10.8,1,46.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2747,O09317-a,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast,142,"2747, 2748, 2749, 2750, 2751, 2752",Necklace,51,NA,31.4,NA,pXRF,NA,4.2,1,15.7,1,79.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2748,O09317-b,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast,142,"2747, 2748, 2749, 2750, 2751, 2752",Necklace,51,NA,31.4,NA,pXRF,NA,1.5,1,17.7,1,80.6,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2749,O09317-c,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast,142,"2747, 2748, 2749, 2750, 2751, 2752",Necklace,51,NA,31.4,NA,pXRF,NA,7.1,1,14.9,1,77.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2750,O09317-d,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast,142,"2747, 2748, 2749, 2750, 2751, 2752",Necklace,51,NA,31.4,NA,pXRF,NA,1.9,1,17.4,1,80.5,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2751,O09317-e,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast,142,"2747, 2748, 2749, 2750, 2751, 2752",Necklace,51,NA,31.4,NA,pXRF,NA,17.2,1,13,1,69.7,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2752,O09317-f,Museo del Oro,Non-archaeological (municipality known),NA,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead,NA,NA,Lost-wax cast,142,"2747, 2748, 2749, 2750, 2751, 2752",Necklace,51,NA,31.4,NA,pXRF,NA,1.2,1,15.4,1,83.2,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2753,O24463,Museo del Oro,Non-archaeological (municipality known),NA,Guateque,Boyacá,Colombia,Muisca,139,"O24463-O24464, O24473",NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,60,NA,NA,pXRF,NA,97.9,1,1.7,1,NA,tr,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2754,O24473,Museo del Oro,Non-archaeological (municipality known),NA,Guateque,Boyacá,Colombia,Muisca,139,"O24463-O24464, O24473",NA,NA,NA,NA,NA,NA,NA,Votive figure,Bird,NA,Lost-wax cast,NA,NA,NA,NA,8,NA,NA,pXRF,NA,18.9,1,16.8,1,63.4,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
2759,O20793,Museo del Oro,Non-archaeological (municipality known),NA,Tibaná,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,NA,NA,Lost-wax cast,NA,NA,NA,NA,45.3,NA,Bulk,pXRF,NA,66.6,1,5.1,1,27.9,1,NA,NA,"Museo del Oro, Banco de la República, 2020; Vieri, 2023"
